Date,Brand Alias,Ad group alias,ASIN/SKU Alias,Marketplace,Impressions,Clicks,Spend,Sales,Orders,Units,Advertised Units sold,Other SKU units sold,Advertised SKU Sales,Other SKU sales
"Dec 16, 2021",Brand 1,Brand 1 Ad Group 4,ASIN401,Ebay,4004,16,$2.04,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 1,Brand 1 Ad Group 4,ASIN406,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 1,Brand 1 Ad Group 5,ASIN410,Ebay,63,10,$4.17,$83.97,3,3,3,0,$83.97,$0.00
"Dec 16, 2021",Brand 1,Brand 1 Ad Group 7,ASIN402,Ebay,280,14,$5.45,$178.96,4,4,3,1,$128.97,$49.99
"Dec 16, 2021",Brand 1,Brand 1 Ad Group 8,ASIN412,Ebay,375,7,$1.68,$84.98,2,2,1,1,$31.99,$52.99
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN444,Ebay,64352,178,$123.47,$918.67,13,13,8,5,$601.52,$317.15
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN448,Ebay,17553,27,$14.98,$523.97,3,3,1,2,$174.99,$348.98
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN451,Ebay,50952,55,$42.31,$315.95,4,5,1,4,$96.99,$218.96
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN456,Ebay,11728,29,$16.26,$227.98,2,2,1,1,$197.99,$29.99
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN460,Ebay,2985,7,$4.57,$136.99,1,1,0,1,$0.00,$136.99
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN464,Ebay,16788,28,$19.74,"$1,058.39",6,6,3,3,$725.97,$332.42
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN469,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 1,ASIN474,Ebay,777,2,$0.88,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN478,Ebay,523,1,$0.15,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN481,Ebay,41708,119,$75.99,$382.83,3,3,1,2,$137.97,$244.86
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN485,Ebay,15365,27,$16.43,$56.65,1,1,0,1,$0.00,$56.65
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN489,Ebay,30155,27,$23.17,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN494,Ebay,23570,75,$55.85,$400.48,3,3,0,3,$0.00,$400.48
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN497,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN504,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 2,ASIN508,Ebay,13923,43,$33.26,$527.16,6,6,0,6,$0.00,$527.16
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 3,ASIN512,Ebay,28562,81,$55.42,$606.90,10,10,7,3,$391.93,$214.97
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 3,ASIN516,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 3,ASIN521,Ebay,3718,10,$6.17,$0.00,0,0,0,0,$0.00,$0.00
"Dec 16, 2021",Brand 2,Brand 2 Ad Group 5,ASIN619,Ebay,5630,5,$4.58,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 1,ASIN374,Ebay,2547,43,$10.72,$234.94,6,6,5,1,$199.95,$34.99
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 11,ASIN379,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 11,ASIN387,Ebay,16733,55,$10.67,$420.92,8,8,2,6,$139.98,$280.94
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 12,ASIN390,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 13,ASIN396,Ebay,678,3,$0.57,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 13,ASIN401,Ebay,655,1,$0.45,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 13,ASIN407,Ebay,297,1,$0.20,$28.99,1,1,0,1,$0.00,$28.99
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 13,ASIN412,Ebay,957,8,$1.13,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 2,ASIN380,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 2,ASIN388,Ebay,923,13,$3.70,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 2,ASIN394,Ebay,10783,35,$8.51,$49.99,1,1,0,1,$0.00,$49.99
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 4,ASIN396,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 4,ASIN401,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 4,ASIN406,Ebay,414861,762,$558.81,"$2,442.05",57,57,39,18,"$1,559.61",$882.44
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 5,ASIN410,Ebay,59,11,$3.65,$120.96,4,4,2,2,$55.98,$64.98
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 7,ASIN402,Ebay,93,7,$2.89,$119.97,3,3,3,0,$119.97,$0.00
"Dec 17, 2021",Brand 1,Brand 1 Ad Group 8,ASIN412,Ebay,535,8,$1.71,$31.99,1,1,1,0,$31.99,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN445,Ebay,21435,40,$32.22,$953.96,6,10,3,7,$515.97,$437.99
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN448,Ebay,16512,26,$17.33,$93.99,1,1,0,1,$0.00,$93.99
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN451,Ebay,27857,54,$31.60,$448.20,5,5,3,2,$362.97,$85.23
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN456,Ebay,21168,58,$43.79,"$1,138.52",6,8,4,4,$791.96,$346.56
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN460,Ebay,17738,23,$19.24,$343.96,4,4,2,2,$193.98,$149.98
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN464,Ebay,357,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN470,Ebay,2432,11,$6.82,$73.38,4,4,4,0,$73.38,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 1,ASIN474,Ebay,10209,10,$5.04,$85.99,1,1,1,0,$85.99,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN478,Ebay,13688,34,$17.63,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN481,Ebay,37550,145,$98.54,"$1,027.31",8,8,1,7,$137.97,$889.34
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN485,Ebay,15528,36,$22.75,$945.92,7,8,1,7,$270.99,$674.93
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN489,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN494,Ebay,31104,107,$84.78,"$1,151.74",12,16,6,10,$479.94,$671.80
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN497,Ebay,76745,115,$66.46,$418.97,3,3,0,3,$0.00,$418.97
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN504,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 2,ASIN508,Ebay,28135,37,$25.56,$309.96,3,4,1,3,$74.99,$234.97
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 3,ASIN512,Ebay,16512,54,$30.05,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 3,ASIN516,Ebay,19098,12,$7.81,$0.00,0,0,0,0,$0.00,$0.00
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 3,ASIN521,Ebay,15599,22,$12.86,$173.98,2,2,0,2,$0.00,$173.98
"Dec 17, 2021",Brand 2,Brand 2 Ad Group 5,ASIN619,Ebay,8734,28,$24.27,$164.99,1,1,0,1,$0.00,$164.99
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 1,ASIN374,Ebay,212,8,$2.29,$36.99,1,1,1,0,$36.99,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 11,ASIN379,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 11,ASIN387,Ebay,17586,64,$11.79,$42.99,1,1,0,1,$0.00,$42.99
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 13,ASIN374,Ebay,1140,4,$1.57,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 13,ASIN396,Ebay,942,6,$1.35,$25.99,1,1,0,1,$0.00,$25.99
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 13,ASIN401,Ebay,241,4,$0.61,$29.19,1,1,1,0,$29.19,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 13,ASIN407,Ebay,223,2,$0.62,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 13,ASIN412,Ebay,1964,21,$3.50,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 2,ASIN380,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 2,ASIN388,Ebay,770,10,$3.59,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 2,ASIN394,Ebay,18626,88,$27.63,$344.95,5,5,2,3,$119.98,$224.97
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 4,ASIN396,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 4,ASIN401,Ebay,328428,382,$177.20,$729.93,17,17,9,8,$394.91,$335.02
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 4,ASIN406,Ebay,468330,851,$593.41,"$3,206.85",75,75,44,31,"$1,759.56","$1,447.29"
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 5,ASIN410,Ebay,7,1,$0.14,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 7,ASIN402,Ebay,106,6,$2.26,$179.96,4,4,3,1,$119.97,$59.99
"Dec 18, 2021",Brand 1,Brand 1 Ad Group 8,ASIN412,Ebay,503,8,$2.79,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN445,Ebay,34043,71,$52.99,"$1,477.47",11,11,5,6,$859.95,$617.52
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN448,Ebay,13222,34,$20.02,$174.99,1,1,1,0,$174.99,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN451,Ebay,25319,29,$22.63,$624.95,5,5,3,2,$362.97,$261.98
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN456,Ebay,16656,49,$29.67,$414.27,3,3,2,1,$395.98,$18.29
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN460,Ebay,29259,35,$28.99,$59.98,1,2,0,2,$0.00,$59.98
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN464,Ebay,9873,15,$8.77,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN470,Ebay,10258,16,$12.87,$38.02,2,2,1,1,$18.03,$19.99
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 1,ASIN474,Ebay,21575,20,$11.41,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN478,Ebay,15843,36,$21.90,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN481,Ebay,86,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN485,Ebay,15940,20,$14.26,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN489,Ebay,2608,6,$4.35,$487.95,2,5,0,5,$0.00,$487.95
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN494,Ebay,34329,86,$63.39,$764.89,8,11,4,7,$319.96,$444.93
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN497,Ebay,47014,46,$29.12,$487.98,2,2,1,1,$187.99,$299.99
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN505,Ebay,5783,9,$5.60,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 2,ASIN508,Ebay,8092,21,$14.84,$294.98,2,2,0,2,$0.00,$294.98
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 3,ASIN512,Ebay,18183,61,$37.37,$536.91,8,9,8,1,$447.92,$88.99
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 3,ASIN516,Ebay,2224,1,$0.28,$0.00,0,0,0,0,$0.00,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 3,ASIN521,Ebay,15580,45,$29.25,$129.99,1,1,1,0,$129.99,$0.00
"Dec 18, 2021",Brand 2,Brand 2 Ad Group 5,ASIN619,Ebay,2460,8,$5.83,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 1,ASIN374,Ebay,2633,78,$19.96,$482.88,12,12,11,1,$439.89,$42.99
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 11,ASIN381,Ebay,2284,7,$1.34,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 11,ASIN387,Ebay,14996,53,$9.76,$144.97,3,3,1,2,$69.99,$74.98
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 13,ASIN374,Ebay,2067,6,$1.43,$65.98,2,2,1,1,$36.99,$28.99
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 13,ASIN396,Ebay,1608,7,$1.70,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 13,ASIN401,Ebay,414,6,$0.83,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 13,ASIN407,Ebay,60,2,$0.39,$39.99,1,1,1,0,$39.99,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 13,ASIN412,Ebay,2687,11,$1.81,$42.99,1,1,1,0,$42.99,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 2,ASIN381,Ebay,1552,3,$0.72,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 2,ASIN388,Ebay,1119,10,$3.12,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 2,ASIN394,Ebay,41050,250,$73.78,"$1,271.76",24,24,6,18,$359.94,$911.82
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 4,ASIN396,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 4,ASIN401,Ebay,392487,502,$271.83,$558.87,13,13,4,9,$159.96,$398.91
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 4,ASIN406,Ebay,50747,133,$69.12,$904.79,20,21,13,8,$519.87,$384.92
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 5,ASIN410,Ebay,52,8,$2.18,$83.97,3,3,3,0,$83.97,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 7,ASIN402,Ebay,140,9,$3.02,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 1,Brand 1 Ad Group 8,ASIN412,Ebay,463,8,$1.99,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN445,Ebay,19926,40,$24.54,"$1,327.96",8,8,5,3,$859.95,$468.01
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN448,Ebay,12851,20,$11.74,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN451,Ebay,6092,8,$4.76,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN456,Ebay,28870,66,$37.65,$692.99,3,3,1,2,$197.99,$495.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN460,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN464,Ebay,41758,51,$32.11,$644.96,4,4,2,2,$483.98,$160.98
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN470,Ebay,6610,32,$24.91,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 1,ASIN474,Ebay,17235,21,$11.09,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN478,Ebay,18669,33,$21.27,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN481,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN485,Ebay,13911,33,$21.72,$306.99,1,1,0,1,$0.00,$306.99
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN489,Ebay,18167,22,$15.55,$395.98,2,2,1,1,$205.99,$189.99
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN494,Ebay,24274,64,$48.64,"$1,035.92",6,8,0,8,$0.00,"$1,035.92"
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN497,Ebay,21597,60,$38.77,$305.98,2,2,1,1,$187.99,$117.99
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN505,Ebay,2238,11,$8.35,$0.00,0,0,0,0,$0.00,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 2,ASIN508,Ebay,46325,106,$70.77,$239.97,3,3,0,3,$0.00,$239.97
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 3,ASIN512,Ebay,2097,8,$4.66,$423.21,4,4,2,2,$111.98,$311.23
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 3,ASIN516,Ebay,2236,7,$3.90,$254.99,1,1,1,0,$254.99,$0.00
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 3,ASIN521,Ebay,13064,23,$16.47,$16.99,1,1,0,1,$0.00,$16.99
"Dec 19, 2021",Brand 2,Brand 2 Ad Group 5,ASIN619,Ebay,14082,32,$26.21,"$1,035.97",6,8,0,8,$0.00,"$1,035.97"
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 1,ASIN374,Ebay,2463,42,$12.55,$159.96,4,4,4,0,$159.96,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 11,ASIN381,Ebay,2404,4,$0.91,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 11,ASIN387,Ebay,26185,102,$17.49,$439.92,8,8,2,6,$139.98,$299.94
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 13,ASIN374,Ebay,627,8,$1.30,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 13,ASIN396,Ebay,2878,16,$6.06,$32.99,1,1,1,0,$32.99,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 13,ASIN401,Ebay,279,2,$0.32,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 13,ASIN407,Ebay,267,4,$0.60,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 13,ASIN412,Ebay,5093,17,$3.55,$119.97,3,3,0,3,$0.00,$119.97
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 2,ASIN381,Ebay,1263,10,$3.32,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 2,ASIN388,Ebay,1306,19,$5.84,$87.98,2,2,0,2,$0.00,$87.98
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 2,ASIN394,Ebay,30098,153,$40.01,$886.83,17,17,3,14,$179.97,$706.86
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 4,ASIN396,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 4,ASIN401,Ebay,298953,413,$206.70,"$1,106.15",23,23,12,11,$479.88,$626.27
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 4,ASIN406,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 5,ASIN410,Ebay,441,8,$2.48,$149.95,5,5,5,0,$149.95,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 7,ASIN402,Ebay,173,10,$4.45,$39.99,1,1,1,0,$39.99,$0.00
"Dec 20, 2021",Brand 1,Brand 1 Ad Group 8,ASIN412,Ebay,375,8,$1.04,$82.98,2,2,2,0,$82.98,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN445,Ebay,33483,59,$37.77,"$1,065.19",6,7,1,6,$171.99,$893.20
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN448,Ebay,14597,18,$10.49,$695.95,5,5,1,4,$174.99,$520.96
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN451,Ebay,7031,6,$3.91,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN456,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN460,Ebay,1569,7,$4.78,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN464,Ebay,9027,18,$10.80,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN470,Ebay,9226,29,$21.37,$188.33,7,7,5,2,$96.45,$91.88
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 1,ASIN474,Ebay,14329,21,$12.20,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN478,Ebay,13111,32,$19.47,$684.93,4,7,0,7,$0.00,$684.93
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN481,Ebay,81482,204,$121.73,"$1,531.58",10,12,3,9,$423.91,"$1,107.67"
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN485,Ebay,14298,24,$17.04,$192.98,2,2,0,2,$0.00,$192.98
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN489,Ebay,7932,13,$8.59,$0.00,0,0,0,0,$0.00,$0.00
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN494,Ebay,20486,52,$42.33,$214.97,3,3,1,2,$79.99,$134.98
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN497,Ebay,35478,79,$53.42,"$1,070.93",6,7,3,4,$563.97,$506.96
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN505,Ebay,3284,13,$10.29,$159.98,1,2,0,2,$0.00,$159.98
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 2,ASIN508,Ebay,20058,31,$21.65,$283.96,3,4,0,4,$0.00,$283.96
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 3,ASIN512,Ebay,11757,69,$38.29,$396.94,6,6,3,3,$167.97,$228.97
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 3,ASIN516,Ebay,10923,14,$6.38,$79.87,1,1,0,1,$0.00,$79.87
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 3,ASIN521,Ebay,13258,38,$19.83,$547.96,4,4,2,2,$249.98,$297.98
"Dec 20, 2021",Brand 2,Brand 2 Ad Group 5,ASIN619,Ebay,9712,19,$14.36,$116.99,1,1,0,1,$0.00,$116.99
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 1,ASIN374,Ebay,1746,28,$11.11,$199.95,5,5,5,0,$199.95,$0.00
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 11,ASIN381,Ebay,2971,11,$2.01,$54.99,1,1,0,1,$0.00,$54.99
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 11,ASIN387,Ebay,25971,84,$15.89,$388.93,7,7,4,3,$279.96,$108.97
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 13,ASIN374,Ebay,914,15,$1.98,$36.99,1,1,1,0,$36.99,$0.00
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 13,ASIN396,Ebay,6327,22,$13.51,$59.99,1,1,0,1,$0.00,$59.99
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 13,ASIN401,Ebay,587,5,$0.80,$77.98,2,2,1,1,$34.99,$42.99
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 13,ASIN407,Ebay,652,5,$0.51,$0.00,0,0,0,0,$0.00,$0.00
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 13,ASIN412,Ebay,13183,38,$12.99,$260.93,7,7,4,3,$159.96,$100.97
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 2,ASIN381,Ebay,3410,18,$4.13,$89.18,2,2,0,2,$0.00,$89.18
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 2,ASIN388,Ebay,131,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 2,ASIN394,Ebay,23296,148,$44.94,$734.86,14,14,8,6,$479.92,$254.94
"Dec 21, 2021",Brand 1,Brand 1 Ad Group 4,ASIN396,Ebay,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
